x_gal_kpc,y_gal_kpc,z_gal_kpc,R_kpc,feh,componente,x_hel_kpc,y_hel_kpc,z_hel_kpc,d_hel_kpc,l_deg,b_deg
-0.50505,0.05091,-0.76465,0.50761,0.54015,0,7.69495,0.05091,-0.78545,7.73510,0.37907,-5.82804
1.99841,-1.28294,-0.03031,2.37478,0.40510,0,10.19841,-1.28294,-0.05111,10.27892,352.82996,-0.28489
0.41576,-0.02331,0.03126,0.41641,0.42712,0,8.61576,-0.02331,0.01046,8.61580,359.84501,0.06957
0.02418,0.11386,0.88182,0.11640,0.47951,0,8.22418,0.11386,0.86102,8.26991,0.79316,5.97613
-0.05678,0.86841,0.43871,0.87026,0.41174,0,8.14322,0.86841,0.41791,8.20005,6.08713,2.92132
0.34462,0.74655,0.26450,0.82225,0.38175,0,8.54462,0.74655,0.24370,8.58063,4.99329,1.62751
4.30045,1.18798,0.26968,4.46152,0.22494,0,12.50045,1.18798,0.24888,12.55924,5.42880,1.13547
-1.17361,0.31388,0.22894,1.21486,0.24120,0,7.02639,0.31388,0.20814,7.03647,2.55778,1.69504
-1.83148,0.32428,0.29560,1.85997,0.33057,0,6.36852,0.32428,0.27480,6.38269,2.91498,2.46753
2.12613,-6.22901,-0.06833,6.58187,-0.04336,0,10.32613,-6.22901,-0.08913,12.05974,328.90046,-0.42347
0.29770,3.16680,-0.80350,3.18076,0.24769,0,8.49770,3.16680,-0.82430,9.10599,20.43867,-5.19369
-4.05894,3.40311,-0.32429,5.29680,0.19525,0,4.14106,3.40311,-0.34509,5.37110,39.41323,-3.68376
0.54216,-1.02125,0.11275,1.15624,0.33534,0,8.74216,-1.02125,0.09195,8.80209,353.33698,0.59856
2.38188,-1.51840,-0.16406,2.82469,0.29318,0,10.58188,-1.51840,-0.18486,10.69186,351.83434,-0.99069
-0.27203,-0.35090,-0.70255,0.44399,0.36759,0,7.92797,-0.35090,-0.72335,7.96863,357.46570,-5.20821
-4.91855,5.45891,0.44177,7.34792,-0.04064,0,3.28145,5.45891,0.42097,6.38317,58.98917,3.78142
0.13863,-0.09972,0.04381,0.17076,0.41081,0,8.33863,-0.09972,0.02301,8.33925,359.31486,0.15809
0.23639,-0.05751,0.47649,0.24329,0.44167,0,8.43639,-0.05751,0.45569,8.44888,359.60944,3.09172
3.05259,3.58452,-0.91603,4.70819,0.16927,0,11.25259,3.58452,-0.93683,11.84682,17.66930,-4.53560
0.51918,-4.88709,-0.13261,4.91459,0.33881,0,8.71918,-4.88709,-0.15341,9.99656,330.72944,-0.87933
-0.03750,-0.78592,0.04238,0.78681,0.39276,0,8.16250,-0.78592,0.02158,8.20028,354.50031,0.15077
0.19354,-0.18954,0.21927,0.27089,0.41621,0,8.39354,-0.18954,0.19847,8.39802,358.70640,1.35420
0.30584,0.01640,-0.41860,0.30628,0.56747,0,8.50584,0.01640,-0.43940,8.51720,0.11047,-2.95716
0.26782,1.89853,-1.74033,1.91733,0.37401,0,8.46782,1.89853,-1.76113,8.85494,12.63707,-11.47189
0.04743,-1.63104,0.75904,1.63173,0.39300,0,8.24743,-1.63104,0.73824,8.43951,348.81334,5.01829
3.07709,0.49038,-0.98246,3.11592,0.31242,0,11.27709,0.49038,-1.00326,11.33225,2.48990,-5.07910
-0.06859,0.21294,-0.00591,0.22371,0.41344,0,8.13141,0.21294,-0.02671,8.13424,1.50007,-0.18815
-2.50289,-0.77902,-0.38497,2.62133,0.30960,0,5.69711,-0.77902,-0.40577,5.76442,352.21373,-4.03650
-0.70894,2.02411,-0.12902,2.14468,0.39950,0,7.49106,2.02411,-0.14982,7.76115,15.12046,-1.10610
0.99811,1.80708,-1.08663,2.06440,0.36536,0,9.19811,1.80708,-1.10743,9.43913,11.11487,-6.73767
-0.33001,-0.03620,0.41813,0.33199,0.49859,0,7.86999,-0.03620,0.39733,7.88010,359.73643,2.89020
-0.65509,0.32997,-0.23516,0.73350,0.48453,0,7.54491,0.32997,-0.25596,7.55646,2.50416,-1.94116
1.89679,1.54010,0.42949,2.44330,0.37320,0,10.09679,1.54010,0.40869,10.22175,8.67270,2.29143
0.00864,-0.65727,0.27875,0.65732,0.37222,0,8.20864,-0.65727,0.25795,8.23895,355.42209,1.79413
0.81255,-2.28295,-1.54145,2.42324,0.23991,0,9.01255,-2.28295,-1.56225,9.42754,345.78554,-9.53855
-0.49245,-0.52331,0.31984,0.71858,0.51239,0,7.70755,-0.52331,0.29904,7.73108,356.11586,2.21673
-0.04732,0.07823,-0.32338,0.09143,0.47124,0,8.15268,0.07823,-0.34418,8.16031,0.54976,-2.41726
-2.31795,4.89418,0.35399,5.41533,0.18913,1,5.88205,4.89418,0.33319,7.65915,39.76223,2.49332
0.13200,12.12602,-0.02331,12.12674,-0.24957,0,8.33200,12.12602,-0.04411,14.71274,55.50636,-0.17178
8.21278,-6.46644,-0.35752,10.45297,-0.13066,0,16.41278,-6.46644,-0.37832,17.64475,338.49616,-1.22858
0.11413,-0.00916,0.46936,0.11450,0.39125,0,8.31413,-0.00916,0.44856,8.32623,359.93689,3.08823
0.03402,-0.02326,-0.05745,0.04121,0.49109,0,8.23402,-0.02326,-0.07825,8.23442,359.83811,-0.54450
-0.63993,1.06727,-0.06914,1.24442,0.36335,0,7.56007,1.06727,-0.08994,7.63556,8.03548,-0.67493
0.07977,0.15543,-0.42507,0.17471,0.33428,0,8.27977,0.15543,-0.44587,8.29323,1.07545,-3.08186
-3.22606,-9.19871,0.48740,9.74801,0.00728,0,4.97394,-9.19871,0.46660,10.46776,298.40103,2.55480
0.42060,-0.39399,-0.00033,0.57631,0.43026,0,8.62060,-0.39399,-0.02113,8.62962,357.38318,-0.14027
3.49562,0.66325,-0.10508,3.55799,0.26280,0,11.69562,0.66325,-0.12588,11.71509,3.24573,-0.61567
1.09893,3.19062,0.06876,3.37457,0.23858,0,9.29893,3.19062,0.04796,9.83120,18.93794,0.27951
-0.00868,0.19983,-0.20706,0.20002,0.57612,0,8.19132,0.19983,-0.22786,8.19693,1.39749,-1.59294
0.19817,1.16873,1.01327,1.18541,0.35403,0,8.39817,1.16873,0.99247,8.53699,7.92267,6.67604
0.10738,3.18654,-0.47422,3.18835,0.19728,0,8.30738,3.18654,-0.49502,8.91132,20.98577,-3.18441
8.32426,-9.78249,-0.41835,12.84486,-0.29164,0,16.52426,-9.78249,-0.43915,19.20784,329.37413,-1.31006
-0.24775,-1.30923,1.03932,1.33247,0.28438,0,7.95225,-1.30923,1.01852,8.12341,350.65088,7.20277
0.21976,-1.42345,0.01146,1.44031,0.29767,1,8.41976,-1.42345,-0.00934,8.53924,350.40426,-0.06264
-0.88038,1.39663,-0.43035,1.65095,0.43428,0,7.31962,1.39663,-0.45115,7.46531,10.80253,-3.46462
-1.58459,-1.26781,-1.03464,2.02935,0.28980,0,6.61541,-1.26781,-1.05544,6.81799,349.15106,-8.90529
-0.20912,-0.16027,0.31837,0.26348,0.53935,0,7.99088,-0.16027,0.29757,7.99802,358.85097,2.13221
0.32611,-0.16639,-0.41423,0.36610,0.42755,1,8.52611,-0.16639,-0.43503,8.53882,358.88201,-2.92036
2.45338,-0.93762,-0.32580,2.62645,0.39623,0,10.65338,-0.93762,-0.34660,10.70018,354.97029,-1.85623
1.52392,-2.20211,1.07500,2.67799,0.25321,0,9.72392,-2.20211,1.05420,10.02573,347.23986,6.03580
0.02333,0.08203,-0.58634,0.08528,0.64700,0,8.22333,0.08203,-0.60714,8.24612,0.57150,-4.22234
-2.94741,0.67741,-0.15547,3.02426,0.37772,1,5.25259,0.67741,-0.17627,5.29902,7.34865,-1.90622
-0.35908,-0.10302,0.60182,0.37357,0.43185,0,7.84092,-0.10302,0.58102,7.86309,359.24724,4.23756
5.01155,2.49090,-1.08004,5.59645,0.17874,0,13.21155,2.49090,-1.10084,13.48931,10.67719,-4.68102
0.26977,0.45847,1.79328,0.53195,0.47609,0,8.46977,0.45847,1.77248,8.66539,3.09839,11.80296
-0.08641,-0.11459,-0.01597,0.14352,0.57055,0,8.11359,-0.11459,-0.03677,8.11448,359.19083,-0.25966
0.98686,-7.06240,0.41151,7.13102,0.14531,0,9.18686,-7.06240,0.39071,11.59433,322.44872,1.93112
-0.06536,0.30662,0.31380,0.31351,0.42630,0,8.13464,0.30662,0.29300,8.14569,2.15867,2.06135
-1.75277,-1.74665,-0.15887,2.47446,0.40552,0,6.44723,-1.74665,-0.17967,6.68206,344.84163,-1.54079
0.17944,0.32984,0.40225,0.37549,0.36607,0,8.37944,0.32984,0.38145,8.39460,2.25416,2.60440
-1.97344,-1.66646,0.05975,2.58293,0.21829,0,6.22656,-1.66646,0.03895,6.44583,345.01666,0.34626
0.32153,0.00192,0.07064,0.32154,0.50809,0,8.52153,0.00192,0.04984,8.52168,0.01291,0.33508
-4.02793,2.17654,0.00610,4.57838,0.25891,0,4.17207,2.17654,-0.01470,4.70571,27.55080,-0.17902
-0.12491,-0.58292,-0.53911,0.59615,0.33470,0,8.07509,-0.58292,-0.55991,8.11544,355.87112,-3.95620
-0.62106,1.69423,1.40534,1.80448,0.45106,0,7.57894,1.69423,1.38454,7.88845,12.60098,10.10860
2.37424,0.90771,-0.83201,2.54184,0.35857,0,10.57424,0.90771,-0.85281,10.64734,4.90632,-4.59411
1.15704,-0.99572,0.09400,1.52650,0.43969,0,9.35704,-0.99572,0.07320,9.41016,353.92577,0.44568
0.01131,-0.00083,0.42197,0.01134,0.41506,0,8.21131,-0.00083,0.40117,8.22110,359.99422,2.79701
-0.47881,-4.89708,0.30249,4.92043,0.22242,0,7.72119,-4.89708,0.28169,9.14754,327.61552,1.76467
1.20581,0.68631,0.39335,1.38744,0.43925,0,9.40581,0.68631,0.37255,9.43817,4.17326,2.26219
-1.45726,-1.77077,0.23114,2.29330,0.39982,0,6.74274,-1.77077,0.21034,6.97456,345.28532,1.72819
0.42810,3.17814,-0.38494,3.20685,0.27413,0,8.62810,3.17814,-0.40574,9.20377,20.22117,-2.52667
1.03535,-0.65872,0.00398,1.22713,0.49139,0,9.23535,-0.65872,-0.01682,9.25883,355.92025,-0.10410
6.91667,-12.93910,0.25673,14.67176,-0.35479,0,15.11667,-12.93910,0.23593,19.89949,319.43815,0.67931
2.28679,-4.63619,-0.43818,5.16950,0.21998,0,10.48679,-4.63619,-0.45898,11.47509,336.14985,-2.29230
-0.06220,-0.39476,-0.64380,0.39963,0.50301,0,8.13780,-0.39476,-0.66460,8.17443,357.22282,-4.66341
0.03608,-0.01021,0.22501,0.03750,0.46716,0,8.23608,-0.01021,0.20421,8.23862,359.92896,1.42036
0.02422,-0.31641,0.03387,0.31734,0.51766,0,8.22422,-0.31641,0.01307,8.23031,357.79673,0.09101
-0.45444,0.77183,-0.05196,0.89568,0.39647,0,7.74556,0.77183,-0.07276,7.78426,5.69063,-0.53555
1.34795,0.42287,1.12631,1.41272,0.39118,0,9.54795,0.42287,1.10551,9.62103,2.53591,6.59818
-10.19077,-8.69063,-0.38727,13.39324,-0.32649,0,-1.99077,-8.69063,-0.40807,8.92507,257.09784,-2.62057
2.83606,-2.73887,0.28258,3.94267,0.02210,0,11.03606,-2.73887,0.26178,11.37385,346.06223,1.31884
-0.28197,-1.19598,0.69185,1.22877,0.49923,0,7.91803,-1.19598,0.67105,8.03592,351.41067,4.79013
0.24977,-0.29055,-0.25389,0.38316,0.35939,0,8.44977,-0.29055,-0.27469,8.45923,358.03061,-1.86087
-0.92623,0.66321,0.28276,1.13919,0.34685,0,7.27377,0.66321,0.26196,7.30864,5.20976,2.05410
0.35789,-0.82249,-0.72170,0.89698,0.41274,0,8.55789,-0.82249,-0.74250,8.62932,354.51023,-4.93603
-2.18598,-0.71910,-1.29735,2.30122,0.27866,0,6.01402,-0.71910,-1.31815,6.19863,353.18144,-12.27781
-0.27860,-6.62300,0.50554,6.62886,0.17562,0,7.92140,-6.62300,0.48474,10.33671,320.10135,2.68787
0.08510,0.03770,-0.00630,0.09308,0.36932,0,8.28510,0.03770,-0.02710,8.28523,0.26068,-0.18740
0.70160,1.65364,-0.21183,1.79632,0.31100,0,8.90160,1.65364,-0.23263,9.05688,10.52381,-1.47182
-0.59726,0.65676,0.93002,0.88772,0.40638,1,7.60274,0.65676,0.90922,7.68503,4.93721,6.79459
-0.19931,-1.16394,-0.21372,1.18089,0.52693,0,8.00069,-1.16394,-0.23452,8.08831,351.72265,-1.66151
-1.77339,3.50269,0.27569,3.92604,0.21678,0,6.42661,3.50269,0.25489,7.32360,28.59170,1.99456
-2.04516,-0.24620,0.19392,2.05993,0.35125,0,6.15484,-0.24620,0.17312,6.16219,357.70932,1.60984
0.91724,-2.39382,0.67195,2.56353,0.23096,0,9.11724,-2.39382,0.65115,9.44872,345.28849,3.95162
-0.20591,-0.32469,0.17748,0.38447,0.47901,0,7.99409,-0.32469,0.15668,8.00222,357.67416,1.12188
1.44361,-2.09774,1.69888,2.54647,0.32880,0,9.64361,-2.09774,1.67808,10.01078,347.72786,9.64992
-0.22189,-0.03686,0.44368,0.22494,0.41749,0,7.97811,-0.03686,0.42288,7.98939,359.73528,3.03413
1.27297,1.66563,0.34798,2.09638,0.31836,0,9.47297,1.66563,0.32718,9.62386,9.97238,1.94823
-0.04961,1.15659,0.06393,1.15765,0.38767,0,8.15039,1.15659,0.04313,8.23215,8.07667,0.30015
-1.60772,-1.03988,0.65216,1.91472,0.44679,0,6.59228,-1.03988,0.63136,6.70359,351.03588,5.40429
0.95436,0.16688,-0.24999,0.96884,0.44078,0,9.15436,0.16688,-0.27079,9.15988,1.04439,-1.69406
0.17050,-0.04872,0.71456,0.17732,0.44289,0,8.37050,-0.04872,0.69376,8.39934,359.66653,4.73786
-4.61143,1.76654,0.75384,4.93822,0.09177,0,3.58857,1.76654,0.73304,4.06643,26.20963,10.38522
0.73764,1.44688,0.56186,1.62406,0.32558,0,8.93764,1.44688,0.54106,9.07015,9.19559,3.41989
-4.87759,-0.98052,0.33970,4.97517,0.26370,0,3.32241,-0.98052,0.31890,3.47872,343.55744,5.25982
-0.56884,-0.69376,0.05630,0.89715,0.39461,0,7.63116,-0.69376,0.03550,7.66271,354.80543,0.26543
0.57605,-0.05847,0.01163,0.57901,0.44579,0,8.77605,-0.05847,-0.00917,8.77625,359.61828,-0.05985
1.78142,7.74258,0.21547,7.94488,-0.04847,0,9.98142,7.74258,0.19467,12.63385,37.80071,0.88289
-1.23389,1.54590,0.20219,1.97795,0.41831,0,6.96611,1.54590,0.18139,7.13788,12.51214,1.45616
-3.97816,-0.89754,0.47684,4.07815,0.25669,0,4.22184,-0.89754,0.45604,4.34022,347.99795,6.03139
0.53239,1.66363,0.19692,1.74674,0.26750,0,8.73239,1.66363,0.17612,8.89119,10.78630,1.13504
-0.63726,0.00497,0.14530,0.63728,0.26694,0,7.56274,0.00497,0.12450,7.56376,0.03766,0.94315
0.13210,0.64494,0.08036,0.65833,0.49811,0,8.33210,0.64494,0.05956,8.35723,4.42612,0.40835
0.64977,-1.84747,0.36511,1.95841,0.41970,0,8.84977,-1.84747,0.34431,9.04711,348.20833,2.18104
-3.08824,1.17576,0.11947,3.30449,0.25167,0,5.11176,1.17576,0.09867,5.24616,12.95336,1.07766
-1.10743,1.28785,0.04029,1.69852,0.32136,0,7.09257,1.28785,0.01949,7.20857,10.29151,0.15492
-0.26527,1.17219,-0.03326,1.20183,0.45622,0,7.93473,1.17219,-0.05406,8.02103,8.40346,-0.38616
-1.74916,0.14476,-0.33457,1.75514,0.39247,0,6.45084,0.14476,-0.35537,6.46224,1.28556,-3.15241
0.77140,-1.31914,-0.77710,1.52813,0.23882,0,8.97140,-1.31914,-0.79790,9.10290,351.63529,-5.02861
2.64906,-0.59674,0.01844,2.71544,0.32580,0,10.84906,-0.59674,-0.00236,10.86546,356.85169,-0.01246
1.70446,1.18570,1.01463,2.07631,0.40973,0,9.90446,1.18570,0.99383,10.02456,6.82658,5.68961
-6.20760,-0.39232,-0.79193,6.21999,0.05396,0,1.99240,-0.39232,-0.81273,2.18726,348.86044,-21.81273
1.67433,-1.28051,-1.11856,2.10786,0.34042,0,9.87433,-1.28051,-1.13936,10.02198,352.61106,-6.52783
-1.35044,-3.44881,0.43861,3.70378,0.34277,0,6.84956,-3.44881,0.41781,7.68019,333.27437,3.11850
1.03003,-0.15137,-0.06798,1.04110,0.28083,0,9.23003,-0.15137,-0.08878,9.23170,359.06046,-0.55103
-0.82022,-0.45607,0.64780,0.93849,0.40537,0,7.37978,-0.45607,0.62700,7.42039,356.46363,4.84708
0.08830,-0.00237,0.30847,0.08833,0.38492,0,8.28830,-0.00237,0.28767,8.29329,359.98358,1.98785
-1.96544,-5.10973,0.34393,5.47470,0.21922,0,6.23456,-5.10973,0.32313,8.06744,320.66259,2.29552
-0.31875,0.44079,-0.38999,0.54396,0.39844,0,7.88125,0.44079,-0.41079,7.90425,3.20113,-2.97903
2.38579,0.15541,-0.48108,2.39085,0.31341,0,10.58579,0.15541,-0.50188,10.59882,0.84108,-2.71412
0.51824,-1.36704,-0.14101,1.46197,0.32084,0,8.71824,-1.36704,-0.16181,8.82625,351.08847,-1.05045
-0.01802,-0.01173,1.30850,0.02150,0.47151,0,8.18198,-0.01173,1.28770,8.28270,359.91785,8.94400
-0.17928,-1.01623,-0.21119,1.03192,0.42085,0,8.02072,-1.01623,-0.23199,8.08817,352.77905,-1.64363
-6.40675,-4.60428,0.41902,7.88960,0.02580,0,1.79325,-4.60428,0.39822,4.95719,291.27964,4.60764
0.64358,2.25482,0.15351,2.34487,0.25745,0,8.84358,2.25482,0.13271,9.12748,14.30378,0.83310
2.39490,-0.61434,-0.32524,2.47244,0.38491,0,10.59490,-0.61434,-0.34604,10.61834,356.68146,-1.86751
-0.95309,-1.26871,0.05675,1.58682,0.32207,1,7.24691,-1.26871,0.03595,7.35721,350.06995,0.27995
0.48674,-0.08327,0.19906,0.49381,0.36814,0,8.68674,-0.08327,0.17826,8.68897,359.45080,1.17554
-0.69977,2.18798,0.30271,2.29716,0.38039,1,7.50023,2.18798,0.28191,7.81794,16.26312,2.06649
-1.98450,-1.41142,-1.63163,2.43523,0.44799,0,6.21550,-1.41142,-1.65243,6.58445,347.20623,-14.53432
1.75684,1.25088,0.52485,2.15666,0.31594,0,9.95684,1.25088,0.50405,10.04775,7.16054,2.87549
-0.51501,-0.93185,0.60156,1.06469,0.31810,0,7.68499,-0.93185,0.58076,7.76304,353.08633,4.29039
-0.61741,-0.18478,0.61544,0.64447,0.53932,0,7.58259,-0.18478,0.59464,7.60811,358.60406,4.48272
0.15588,-1.25805,0.44093,1.26767,0.52831,0,8.35588,-1.25805,0.42013,8.46050,351.43791,2.84638
2.58900,-3.37447,0.54158,4.25323,0.25202,0,10.78900,-3.37447,0.52078,11.31639,342.63194,2.63768
0.50557,0.89635,1.13027,1.02910,0.33819,0,8.70557,0.89635,1.10947,8.82163,5.87862,7.22505
0.15531,3.76195,0.83775,3.76515,0.32826,0,8.35531,3.76195,0.81695,9.19951,24.23949,5.09480
-0.52284,0.58047,0.07530,0.78122,0.33612,0,7.67716,0.58047,0.05450,7.69927,4.32388,0.40560
0.35921,1.76679,-0.21335,1.80294,0.35760,0,8.55921,1.76679,-0.23415,8.74280,11.66316,-1.53466
-0.34459,2.80810,0.20781,2.82916,0.41797,0,7.85541,2.80810,0.18701,8.34433,19.67059,1.28419
0.30994,2.36613,-0.14931,2.38634,0.27663,0,8.50994,2.36613,-0.17011,8.83440,15.53823,-1.10335
-4.35682,3.14373,0.27294,5.37261,0.14357,0,3.84318,3.14373,0.25214,4.97159,39.28323,2.90712
-1.54351,3.80022,-0.49033,4.10172,0.20317,0,6.65649,3.80022,-0.51113,7.68192,29.72226,-3.81510
0.79575,-0.63891,-0.25049,1.02050,0.35905,0,8.99575,-0.63891,-0.27129,9.02249,355.93749,-1.72305
-0.14971,0.96400,0.05921,0.97556,0.38259,0,8.05029,0.96400,0.03841,8.10789,6.82851,0.27140
4.44986,6.14423,0.73342,7.58636,0.02572,0,12.64986,6.14423,0.71262,14.08113,25.90655,2.90086
0.03387,0.00041,-2.15857,0.03387,0.47674,0,8.23387,0.00041,-2.17937,8.51741,0.00288,-14.82528
-0.99047,-4.89734,1.41911,4.99650,0.18468,0,7.20953,-4.89734,1.39831,8.82703,325.81224,9.11477
-0.24130,2.21875,0.15153,2.23183,0.24649,0,7.95870,2.21875,0.13073,8.26322,15.57755,0.90650
-0.63488,0.64022,-0.38562,0.90164,0.50738,0,7.56512,0.64022,-0.40642,7.60304,4.83727,-3.06421
-0.29268,-0.11472,0.47393,0.31436,0.56657,0,7.90732,-0.11472,0.45313,7.92112,359.16881,3.27942
0.10866,-0.28303,-0.70513,0.30317,0.46490,0,8.30866,-0.28303,-0.72593,8.34511,358.04901,-4.99037
0.61384,-0.66391,-0.97047,0.90420,0.36075,0,8.81384,-0.66391,-0.99127,8.89422,355.69231,-6.39899
-0.81224,-0.51219,0.39257,0.96024,0.40612,0,7.38776,-0.51219,0.37177,7.41482,356.03408,2.87394
0.25862,0.61176,-0.17691,0.66418,0.36158,0,8.45862,0.61176,-0.19771,8.48302,4.13663,-1.33550
-1.41590,-0.92562,-0.68880,1.69161,0.42582,0,6.78410,-0.92562,-0.70960,6.88363,352.23053,-5.91689
-0.96428,0.13964,-1.28157,0.97434,0.40010,0,7.23572,0.13964,-1.30237,7.35332,1.10562,-10.20168
0.05303,1.06309,1.06641,1.06441,0.44074,0,8.25303,1.06309,1.04561,8.38665,7.33996,7.16204
5.12316,6.83128,-1.06163,8.53892,-0.05202,1,13.32316,6.83128,-1.08243,15.01149,27.14591,-4.13502
4.45810,-1.49835,-0.38488,4.70316,0.20942,0,12.65810,-1.49835,-0.40568,12.75293,353.24925,-1.82292
-2.03466,-1.45941,-0.08225,2.50395,0.35176,0,6.16534,-1.45941,-0.10305,6.33655,346.68249,-0.93184
-0.25807,0.00596,-0.15392,0.25814,0.40725,0,7.94193,0.00596,-0.17472,7.94385,0.04301,-1.26025
2.46134,1.82672,0.14525,3.06514,0.19172,0,10.66134,1.82672,0.12445,10.81742,9.72266,0.65919
-0.22763,0.43750,-0.15196,0.49318,0.35021,0,7.97237,0.43750,-0.17276,7.98623,3.14108,-1.23951
-0.34479,0.26554,-0.70579,0.43520,0.32113,0,7.85521,0.26554,-0.72659,7.89321,1.93614,-5.28170
-0.19957,0.33573,-0.73733,0.39057,0.37113,0,8.00043,0.33573,-0.75813,8.04328,2.40297,-5.40853
0.09618,-1.41751,-0.08895,1.42077,0.42198,0,8.29618,-1.41751,-0.10975,8.41713,350.30391,-0.74711
-2.33671,1.00061,-0.45935,2.54193,0.32668,0,5.86329,1.00061,-0.48015,5.96741,9.68459,-4.61508
2.17185,-3.03393,0.66989,3.73117,0.22866,0,10.37185,-3.03393,0.64909,10.82596,343.69498,3.43733
-0.07745,-0.34975,0.17223,0.35823,0.47856,0,8.12255,-0.34975,0.15143,8.13148,357.53440,1.06703
-0.43229,-3.58745,-0.08562,3.61340,0.11002,0,7.76771,-3.58745,-0.10642,8.55677,335.21057,-0.71261
0.78422,0.86255,0.05824,1.16575,0.37318,1,8.98422,0.86255,0.03744,9.02561,5.48397,0.23765
0.52990,0.47965,0.53459,0.71474,0.31600,0,8.72990,0.47965,0.51379,8.75815,3.14488,3.36315
0.31549,0.20938,0.00680,0.37865,0.48131,0,8.51549,0.20938,-0.01400,8.51808,1.40854,-0.09419
-1.45341,-4.82657,-1.13461,5.04065,0.15833,0,6.74659,-4.82657,-1.15541,8.37539,324.41974,-7.92940
0.02506,0.91239,0.25450,0.91273,0.39800,0,8.22506,0.91239,0.23370,8.27881,6.32981,1.61759
-0.21656,0.95286,-0.22591,0.97716,0.38207,0,7.98344,0.95286,-0.24671,8.04388,6.80631,-1.75760
-0.63401,-1.25870,0.25107,1.40936,0.33903,0,7.56599,-1.25870,0.23027,7.67343,350.55461,1.71961
-1.14100,-0.11547,-0.04882,1.14682,0.24051,0,7.05900,-0.11547,-0.06962,7.06029,359.06282,-0.56501
-1.29559,0.80102,-0.09173,1.52321,0.37318,0,6.90441,0.80102,-0.11253,6.95163,6.61763,-0.92754
-0.25099,2.10560,-2.37639,2.12050,0.37681,0,7.94901,2.10560,-2.39719,8.56544,14.83622,-16.25228
-0.19491,-0.40871,2.12147,0.45281,0.56876,0,8.00509,-0.40871,2.10067,8.28621,357.07724,14.68555
-2.83939,-1.10486,0.35660,3.04678,0.34668,0,5.36061,-1.10486,0.33580,5.48357,348.35402,3.51087
8.64127,-5.64616,-0.14524,10.32233,-0.17678,0,16.84127,-5.64616,-0.16604,17.76330,341.46590,-0.53557
-0.69589,0.46517,-0.21505,0.83704,0.39934,0,7.50411,0.46517,-0.23585,7.52222,3.54719,-1.79671
0.20343,-0.35124,0.96791,0.40589,0.41209,0,8.40343,-0.35124,0.94711,8.46392,357.60662,6.42482
-1.87586,-0.64040,0.04372,1.98216,0.30847,1,6.32414,-0.64040,0.02292,6.35653,354.21782,0.20660
2.39162,3.76296,-0.93805,4.45867,0.40451,0,10.59162,3.76296,-0.95885,11.28103,19.55897,-4.87583
1.96016,4.99043,0.04454,5.36159,0.29005,0,10.16016,4.99043,0.02374,11.31962,26.15917,0.12016
5.30196,1.73847,-0.69233,5.57970,0.11768,1,13.50196,1.73847,-0.71313,13.63209,7.33684,-2.99865
-0.15732,0.00255,-1.19182,0.15734,0.47809,0,8.04268,0.00255,-1.21262,8.13358,0.01814,-8.57411
0.51488,0.45720,-0.68032,0.68857,0.45528,0,8.71488,0.45720,-0.70112,8.75498,3.00309,-4.59333
-2.21799,3.30716,-0.35090,3.98206,0.19724,0,5.98201,3.30716,-0.37170,6.84543,28.93609,-3.11262
-3.67579,-2.99601,0.54401,4.74210,0.21941,0,4.52421,-2.99601,0.52321,5.45145,326.48674,5.50756
-0.50224,-2.21881,0.24769,2.27495,0.24324,0,7.69776,-2.21881,0.22689,8.01437,343.92083,1.62230
0.25105,-3.19570,0.01899,3.20555,0.18420,0,8.45105,-3.19570,-0.00181,9.03509,339.28628,-0.01149
-9.14013,-14.78850,-0.25926,17.38510,-0.55642,0,-0.94013,-14.78850,-0.28006,14.82100,266.36251,-1.08272
2.00129,7.81481,-0.07362,8.06700,0.08357,0,10.20129,7.81481,-0.09442,12.85093,37.45434,-0.42099
-1.12871,0.15605,-0.85079,1.13945,0.53714,0,7.07129,0.15605,-0.87159,7.12651,1.26420,-7.02500
2.46201,2.49809,0.22995,3.50741,0.32882,0,10.66201,2.49809,0.20915,10.95274,13.18643,1.09417
-0.36143,0.74051,0.41797,0.82401,0.32905,0,7.83857,0.74051,0.39717,7.88348,5.39673,2.88777
-1.36539,-0.44860,0.33839,1.43720,0.32865,0,6.83461,-0.44860,0.31759,6.85667,356.24471,2.65477
-0.57473,3.10265,-0.52610,3.15544,0.43460,0,7.62527,3.10265,-0.54690,8.25047,22.14097,-3.80075
5.30604,-3.08414,0.25262,6.13726,0.07133,0,13.50604,-3.08414,0.23182,13.85564,347.13691,0.95868
3.78950,-0.51103,-0.28747,3.82380,0.02997,0,11.98950,-0.51103,-0.30827,12.00435,357.55936,-1.47149
-0.25817,-1.75450,-0.13862,1.77339,0.17888,0,7.94183,-1.75450,-0.15942,8.13489,347.54240,-1.12290
-2.27720,-0.44892,-0.44428,2.32103,0.38119,0,5.92280,-0.44892,-0.46508,5.95797,355.66551,-4.47704
2.86067,-2.35309,-0.54673,3.70412,0.34467,0,11.06067,-2.35309,-0.56753,11.32244,347.98971,-2.87314
0.19369,0.86298,0.45324,0.88445,0.44168,0,8.39369,0.86298,0.43244,8.44901,5.87012,2.93380
2.40025,-0.54588,-0.09929,2.46154,0.28985,0,10.60025,-0.54588,-0.12009,10.61497,357.05206,-0.64824
